Claim,Source,Node,Edge,Label
Jennifer Lopez created a studio record.,response,>,Generate,Generate
Jennifer Lopez created a studio record.,response,You,If You Had My Love,Had
Jennifer Lopez has dated.,wiki,You,If You Had My Love,Had
Jennifer Lopez has dated.,wiki,Remixes,first,became
Jennifer Lopez has dated.,wiki,which,Ben Affleck,influenced
Jennifer Lopez has dated.,wiki,You,If You Had My Love,Had
Jennifer Lopez has dated.,wiki,Remixes,first,became
Jennifer Lopez has dated.,wiki,which,Ben Affleck,influenced
Jennifer Lopez has dated.,response,>,Generate,Generate
Jennifer Lopez has dated.,response,Noa,Noa was Lopez's first,was
Jennifer Lopez has dated.,response,she,Noa was Lopez's first,married
Sancho Panza is a character in Don Quixote.,response,>,Generate,Generate
Sancho Panza is a fictional character in a novel written by Don Miguel de Cervantes Saavedra.,response,>,Generate,Generate
Sancho Panza is a fictional character in a novel written by Don Miguel de Cervantes Saavedra.,response,which,Sancho,provides
Sancho Panza is a fictional character in a novel written by Don Miguel de Cervantes Saavedra.,response,He,one,remains
Sancho Panza is a Don Quixote character.,response,>,Generate,Generate
Sancho Panza is a Don Quixote character.,response,One,Sancho Panza,features
Sancho Panza is a fictional character in a novel written by a Spanish writer born in the 17th century.,response,>,Generate,Generate
Sancho Panza is a fictional character.,response,>,Generate,Generate
Sancho Panza is a main character in Don Quixote.,response,>,Generate,Generate
Sancho Panza is a character in a novel written by an author.,response,>,Generate,Generate
Sancho Panza is a character in a novel written by Don Miguel de Cervantes Saavedra.,response,>,Generate,Generate
Sancho Panza is a character in a novel written by Don Miguel de Cervantes Saavedra.,response,who,Alonso Quixano,becomes
Sancho Panza is a character in a novel written by Don Miguel de Cervantes Saavedra.,response,who,Don Quixote,becomes
Sancho Panza is a character in a novel written by Don Miguel de Cervantes Saavedra.,response,Panza,Don Quixote,accompanies
Sancho Panza is a character in a novel written by Don Miguel de Cervantes Saavedra.,response,he,Don Quixote,advises
Brazzers is a company.,response,>,Generate,Generate
Brazzers is a pornographic production company based in Montreal.,response,>,Generate,Generate
Brazzers is a pornographic production company based in Montreal.,response,I,AI,'m
Brazzers is based in Montreal.,response,>,Generate,Generate
Brazzers is based in Canada.,response,>,Generate,Generate
Brazzers is based in Canada.,response,I,AI,'m
Canada is where Brazzers is based.,response,>,Generate,Generate
"Brazzers is a company based in Montreal, Canada.",response,>,Generate,Generate
Brazzers is a production company.,response,>,Generate,Generate
Tim Roth is an English actor.,wiki,Rosencrantz,Rosencrantz & Guildenstern Are Dead,Are
Tim Roth is an English actor.,wiki,Roth,the BAFTA Award,won
Tim Roth is an English actor.,wiki,films,Captives -LRB- 1994,include
Tim Roth is an English actor.,wiki,Rosencrantz,Rosencrantz & Guildenstern Are Dead,Are
Tim Roth is an English actor.,wiki,Roth,the BAFTA Award,won
Tim Roth is an English actor.,wiki,films,Captives -LRB- 1994,include
Tim Roth is an English actor.,response,>,Generate,Generate
Tim Roth is an English actor.,response,that,Reservoir Dogs,brought
Tim Roth was born in 1961.,wiki,Rosencrantz,Rosencrantz & Guildenstern Are Dead,Are
Tim Roth was born in 1961.,wiki,Roth,the BAFTA Award,won
Tim Roth was born in 1961.,wiki,films,Captives -LRB- 1994,include
Tim Roth was born in 1961.,wiki,Rosencrantz,Rosencrantz & Guildenstern Are Dead,Are
Tim Roth was born in 1961.,wiki,Roth,the BAFTA Award,won
Tim Roth was born in 1961.,wiki,films,Captives -LRB- 1994,include
Tim Roth was born in 1961.,response,>,Generate,Generate
"Tim Roth was not born on May 14th, 1961.",wiki,Rosencrantz,Rosencrantz & Guildenstern Are Dead,Are
"Tim Roth was not born on May 14th, 1961.",wiki,Roth,the BAFTA Award,won
"Tim Roth was not born on May 14th, 1961.",wiki,films,Captives -LRB- 1994,include
"Tim Roth was not born on May 14th, 1961.",wiki,Rosencrantz,Rosencrantz & Guildenstern Are Dead,Are
"Tim Roth was not born on May 14th, 1961.",wiki,Roth,the BAFTA Award,won
"Tim Roth was not born on May 14th, 1961.",wiki,films,Captives -LRB- 1994,include
"Tim Roth was not born on May 14th, 1961.",response,>,Generate,Generate
Tim Roth is a director.,wiki,Rosencrantz,Rosencrantz & Guildenstern Are Dead,Are
Tim Roth is a director.,wiki,Roth,the BAFTA Award,won
Tim Roth is a director.,wiki,films,Captives -LRB- 1994,include
Tim Roth is a director.,wiki,Rosencrantz,Rosencrantz & Guildenstern Are Dead,Are
Tim Roth is a director.,wiki,Roth,the BAFTA Award,won
Tim Roth is a director.,wiki,films,Captives -LRB- 1994,include
Tim Roth is a director.,response,>,Generate,Generate
Ernest Medina participated in the My Lai Massacre.,wiki,He,1st Battalion,was
Ernest Medina participated in the My Lai Massacre.,wiki,He,1st Battalion,was
Ernest Medina participated in the My Lai Massacre.,response,>,Generate,Generate
Ernest Medina was tried by a court-martial in 1971.,wiki,He,1st Battalion,was
Ernest Medina was tried by a court-martial in 1971.,wiki,He,1st Battalion,was
Ernest Medina was tried by a court-martial in 1971.,response,>,Generate,Generate
Ernest Medina participated in a documented mass killing.,wiki,He,1st Battalion,was
Ernest Medina participated in a documented mass killing.,wiki,He,1st Battalion,was
Ernest Medina participated in a documented mass killing.,response,>,Generate,Generate
Ernest Medina participated in a documented mass killing.,response,I,AI,'m
Ernest Medina was court martialed in 1971.,wiki,He,1st Battalion,was
Ernest Medina was court martialed in 1971.,wiki,He,1st Battalion,was
Ernest Medina was court martialed in 1971.,response,>,Generate,Generate
Ernest Medina participated in a massacre.,wiki,He,1st Battalion,was
Ernest Medina participated in a massacre.,wiki,He,1st Battalion,was
Ernest Medina participated in a massacre.,response,>,Generate,Generate
Ernest Medina played a role in a Vietnam War mass murder.,wiki,He,1st Battalion,was
Ernest Medina played a role in a Vietnam War mass murder.,wiki,He,1st Battalion,was
Ernest Medina played a role in a Vietnam War mass murder.,response,>,Generate,Generate
Ernest Medina received an acquittal in 1971.,wiki,He,1st Battalion,was
Ernest Medina received an acquittal in 1971.,wiki,He,1st Battalion,was
Ernest Medina received an acquittal in 1971.,response,>,Generate,Generate
Ernest Medina was acquitted in 1971.,wiki,He,1st Battalion,was
Ernest Medina was acquitted in 1971.,wiki,He,1st Battalion,was
Ernest Medina was acquitted in 1971.,response,>,Generate,Generate
Ernest Medina was acquitted in 1971.,response,soldiers,"March 16, 1968",killed
Ernest Medina was acquitted in 1971.,response,soldiers,hundreds,killed
Jenna Jameson worked as a glamor model and a stripper.,wiki,Jameson,Jenna Marie Massoli,born
Jenna Jameson worked as a glamor model and a stripper.,wiki,autobiography,six weeks,spent
Jenna Jameson worked as a glamor model and a stripper.,wiki,Jameson,Jenna Marie Massoli,born
Jenna Jameson worked as a glamor model and a stripper.,wiki,autobiography,six weeks,spent
Jenna Jameson worked as a glamor model and a stripper.,response,>,Generate,Generate
Jenna Jameson worked as a glamor model and a stripper.,response,name,Jenna Jameson,is
Jenna Jameson worked as a glamor model and a stripper.,response,name,Jenna Marie Massoli,is
In 1993 Jenna Jameson started acting in erotic videos.,wiki,Jameson,Jenna Marie Massoli,born
In 1993 Jenna Jameson started acting in erotic videos.,wiki,autobiography,six weeks,spent
In 1993 Jenna Jameson started acting in erotic videos.,wiki,Jameson,Jenna Marie Massoli,born
In 1993 Jenna Jameson started acting in erotic videos.,wiki,autobiography,six weeks,spent
In 1993 Jenna Jameson started acting in erotic videos.,response,>,Generate,Generate
In 1993 Jenna Jameson started acting in erotic videos.,response,I,AI,'m
Jenna Jameson worked as a glamor model.,wiki,Jameson,Jenna Marie Massoli,born
Jenna Jameson worked as a glamor model.,wiki,autobiography,six weeks,spent
Jenna Jameson worked as a glamor model.,wiki,Jameson,Jenna Marie Massoli,born
Jenna Jameson worked as a glamor model.,wiki,autobiography,six weeks,spent
Jenna Jameson worked as a glamor model.,response,>,Generate,Generate
Jenna Jameson worked as a glamor model.,response,name,Jenna Jameson,is
Jenna Jameson worked as a glamor model.,response,name,Jennifer Marie Massoli,is
Jenna Jameson worked as a stripper and glamor model.,wiki,Jameson,Jenna Marie Massoli,born
Jenna Jameson worked as a stripper and glamor model.,wiki,autobiography,six weeks,spent
Jenna Jameson worked as a stripper and glamor model.,wiki,Jameson,Jenna Marie Massoli,born
Jenna Jameson worked as a stripper and glamor model.,wiki,autobiography,six weeks,spent
Jenna Jameson worked as a stripper and glamor model.,response,>,Generate,Generate
Jenna Jameson has been photographed.,wiki,Jameson,Jenna Marie Massoli,born
Jenna Jameson has been photographed.,wiki,autobiography,six weeks,spent
Jenna Jameson has been photographed.,wiki,Jameson,Jenna Marie Massoli,born
Jenna Jameson has been photographed.,wiki,autobiography,six weeks,spent
Jenna Jameson has been photographed.,response,>,Generate,Generate
Jenna Jameson worked as a stripper.,wiki,Jameson,Jenna Marie Massoli,born
Jenna Jameson worked as a stripper.,wiki,autobiography,six weeks,spent
Jenna Jameson worked as a stripper.,wiki,Jameson,Jenna Marie Massoli,born
Jenna Jameson worked as a stripper.,wiki,autobiography,six weeks,spent
Jenna Jameson worked as a stripper.,response,>,Generate,Generate
Jenna Jameson was photographed in the past.,wiki,Jameson,Jenna Marie Massoli,born
Jenna Jameson was photographed in the past.,wiki,autobiography,six weeks,spent
Jenna Jameson was photographed in the past.,wiki,Jameson,Jenna Marie Massoli,born
Jenna Jameson was photographed in the past.,wiki,autobiography,six weeks,spent
Jenna Jameson was photographed in the past.,response,>,Generate,Generate
Jack Falahee is a person who acts.,response,>,Generate,Generate
Jack Falahee was born.,response,>,Generate,Generate
Jack Falahee's birth month is February.,response,>,Generate,Generate
Jack Falahee's birth month is February.,response,Statement,February,is
Jack Falahee's birth month is February.,response,statement,February,is
Jack Falahee's birth month is February.,response,month,April,is
Jack Falahee's birth month is February.,response,month,February,is
Jack Falahee's middle name is Ryan and he is unknown.,response,>,Generate,Generate
Jack Falahee has a middle name.,response,>,Generate,Generate
Jack Falahee has a middle name.,response,I,AI,'m
Jack Falahee is an actor.,response,>,Generate,Generate
Jack Falahee is from America.,response,>,Generate,Generate
Jack Falahee is from America.,response,I,AI,'m
Jack Falahee's middle name is Ryan.,response,>,Generate,Generate
Jack Falahee's middle name is Ryan.,response,Statement,Ryan,is
Jack Falahee's birth year is 1989.,response,>,Generate,Generate
Jack Falahee's birth year is 1989.,response,Statement,1989,is
Jack Falahee's birth year is 1989.,response,I,AI,'m
Jack Falahee's birth year is 1989.,response,name,Jack Ryan Falahee,is
A&E is a cable and satellite television network.,response,>,Generate,Generate
A&E is a channel from the United States.,response,>,Generate,Generate
A&E is a television channel on both cable and satellite.,response,>,Generate,Generate
A&E is a television channel on both cable and satellite.,response,programming,Duck Dynasty,includes
A&E was previously the Arts & Entertainment Network.,response,>,Generate,Generate
A&E was previously the Arts & Entertainment Network.,response,Statement,the Arts & Entertainment Network,was
A&E was previously the Arts & Entertainment Network.,response,A&E,the Arts & Entertainment Network,was
A&E was previously the Arts & Entertainment Network.,response,founders,the Hearst Corporation,included
A&E was previously the Arts & Entertainment Network.,response,A&E,the Arts & Entertainment Network,was
A&E is an American channel.,response,>,Generate,Generate
A&E was previously called something else.,response,>,Generate,Generate
L.A. Reid has served as the president of a record label.,response,>,Generate,Generate
L.A. Reid has served as the president of a record label.,response,I,I Will Always Love You,Love
L.A. Reid has served as the CEO of an American record label owned by a music company.,response,>,Generate,Generate
L.A. Reid has served as the CEO of an American record label owned by a music company.,response,it,one,became
